route_id,hour,day_type,is_holiday,weather,crowd_level
R10,7,Weekend,0,Rain,Low
R5,16,Weekday,1,Rain,Low
R5,13,Weekday,1,Rain,Low
R14,10,Weekday,0,Clear,Medium
R6,20,Weekday,1,Rain,High
R20,14,Weekend,0,Rain,Low
R2,22,Weekday,1,Rain,Low
R7,4,Weekday,1,Clear,Low
R16,17,Weekend,1,Clear,Low
R9,17,Weekend,1,Clear,Medium
R4,10,Weekend,1,Rain,High
R10,3,Weekday,0,Rain,High
R18,17,Weekend,0,Clear,Low
R14,10,Weekday,1,Clear,Medium
R10,7,Weekday,0,Clear,Low
R1,14,Weekend,0,Rain,Low
R8,15,Weekend,0,Clear,Low
R17,5,Weekday,1,Rain,Low
R13,22,Weekday,0,Clear,Low
R16,0,Weekday,1,Rain,Low
R8,20,Weekend,0,Rain,High
R15,16,Weekday,0,Rain,Medium
R4,2,Weekday,0,Rain,Low
R10,2,Weekday,0,Rain,Medium
R20,10,Weekend,0,Clear,Medium
R6,23,Weekday,1,Clear,Low
R15,20,Weekday,0,Clear,High
R13,23,Weekday,0,Rain,Medium
R12,0,Weekday,0,Clear,Low
R15,21,Weekday,1,Rain,Low
R3,8,Weekday,1,Clear,Medium
R20,7,Weekend,1,Rain,Low
R10,7,Weekend,0,Rain,Low
R17,6,Weekday,0,Rain,Low
R14,17,Weekend,1,Clear,Medium
R17,9,Weekday,1,Rain,High
R19,6,Weekday,0,Clear,Medium
R19,23,Weekday,1,Clear,Low
R9,2,Weekday,0,Clear,Low
R6,5,Weekend,0,Clear,Low
R4,10,Weekend,0,Rain,High
R15,7,Weekday,1,Rain,Low
R12,22,Weekend,1,Clear,Low
R9,6,Weekday,0,Rain,Low
R2,8,Weekend,1,Rain,Medium
R5,17,Weekend,0,Rain,Medium
R12,16,Weekend,1,Rain,Low
R6,14,Weekday,1,Clear,Low
R8,11,Weekend,1,Clear,Low
R19,8,Weekday,0,Clear,Medium
R5,19,Weekday,1,Rain,High
R12,9,Weekday,0,Clear,High
R3,1,Weekday,1,Clear,Low
R11,11,Weekend,0,Clear,Low
R12,15,Weekday,1,Clear,Low
R10,20,Weekday,1,Clear,Medium
R8,16,Weekday,0,Clear,Low
R19,20,Weekday,0,Clear,High
R11,16,Weekday,0,Rain,Low
R7,5,Weekend,1,Rain,Low
R19,1,Weekday,0,Clear,Low
R15,8,Weekday,0,Rain,High
R6,4,Weekend,1,Clear,Low
R4,19,Weekday,0,Clear,High
R16,0,Weekend,1,Rain,Low
R5,20,Weekday,0,Clear,High
R5,16,Weekend,1,Rain,Low
R3,2,Weekend,1,Clear,Low
R5,11,Weekday,1,Clear,Low
R16,12,Weekday,1,Clear,Low
R13,0,Weekend,0,Rain,Low
R15,12,Weekend,1,Rain,Low
R8,6,Weekday,0,Rain,Medium
R9,10,Weekend,1,Rain,Medium
R17,15,Weekend,0,Clear,Low
R15,9,Weekday,0,Rain,High
R20,12,Weekday,1,Clear,Low
R6,12,Weekday,0,Clear,Medium
R19,1,Weekday,1,Clear,Low
R20,18,Weekend,1,Clear,Low
R17,10,Weekday,1,Rain,High
R19,12,Weekend,0,Rain,Low
R19,9,Weekday,0,Clear,High
R18,17,Weekend,0,Clear,High
R17,11,Weekend,1,Clear,Low
R12,1,Weekend,0,Clear,Low
R15,4,Weekday,1,Clear,Low
R17,16,Weekday,1,Clear,Low
R7,6,Weekday,0,Rain,Medium
R18,2,Weekend,0,Clear,Low
R2,20,Weekday,1,Clear,Medium
R6,21,Weekday,0,Rain,High
R8,9,Weekend,1,Clear,Low
R6,10,Weekend,0,Rain,Medium
R10,13,Weekend,0,Clear,Low
R8,10,Weekday,0,Clear,High
R16,9,Weekday,1,Clear,High
R8,5,Weekday,0,Rain,Medium
R17,9,Weekend,1,Clear,Medium
R5,11,Weekend,1,Clear,Low
R7,12,Weekend,1,Clear,Low
R9,6,Weekday,0,Rain,Medium
R3,22,Weekday,1,Clear,Low
R12,18,Weekday,0,Clear,High
R9,8,Weekday,1,Rain,High
R3,23,Weekend,0,Rain,Low
R12,18,Weekend,1,Rain,High
R11,0,Weekend,0,Rain,Low
R18,20,Weekend,1,Rain,High
R14,16,Weekday,1,Rain,Low
R18,10,Weekday,1,Clear,Medium
R1,1,Weekend,0,Rain,Medium
R6,1,Weekday,0,Clear,Medium
R1,12,Weekday,1,Clear,Low
R11,14,Weekday,1,Rain,Low
R14,14,Weekend,0,Clear,Low
R1,2,Weekend,1,Clear,Low
R6,5,Weekday,1,Clear,Low
R2,0,Weekend,0,Rain,Low
R4,21,Weekend,1,Rain,Low
R8,18,Weekend,0,Rain,High
R4,10,Weekend,0,Clear,Medium
R17,3,Weekend,0,Rain,Low
R11,15,Weekday,1,Clear,Low
R4,14,Weekend,0,Clear,Low
R19,19,Weekend,0,Clear,Medium
R11,9,Weekend,0,Rain,High
R20,6,Weekend,0,Rain,Low
R8,14,Weekday,1,Rain,Medium
R19,19,Weekend,1,Rain,Medium
R4,8,Weekday,0,Rain,High
R12,1,Weekday,0,Clear,Low
R8,0,Weekend,1,Clear,Low
R12,16,Weekend,0,Clear,Low
R11,22,Weekday,0,Clear,Low
R18,7,Weekday,0,Clear,Medium
R12,14,Weekend,0,Clear,Low
R15,8,Weekday,1,Rain,High
R17,2,Weekday,1,Clear,Low
R2,17,Weekday,1,Clear,High
R4,4,Weekday,0,Rain,Medium
R10,15,Weekday,0,Clear,Low
R5,18,Weekend,1,Clear,Low
R15,19,Weekend,1,Rain,Medium
R19,9,Weekend,1,Rain,Medium
R10,0,Weekday,1,Clear,Low
R16,23,Weekday,0,Clear,Low
R10,5,Weekend,1,Clear,Low
R16,19,Weekend,0,Rain,High
R3,22,Weekday,0,Clear,Low
R19,9,Weekday,0,Clear,High
R4,8,Weekday,1,Rain,High
R19,15,Weekday,1,Clear,Low
R4,1,Weekend,0,Rain,Low
R8,11,Weekday,1,Clear,Low
R14,13,Weekday,0,Clear,Low
R15,16,Weekend,1,Clear,Low
R17,6,Weekday,0,Rain,Medium
R15,18,Weekend,0,Clear,Medium
R16,6,Weekend,0,Clear,Low
R20,1,Weekend,1,Clear,Low
R6,11,Weekday,1,Clear,Low
R1,17,Weekend,0,Rain,High
R13,23,Weekend,0,Clear,Low
R20,13,Weekend,1,Rain,Low
R19,1,Weekend,0,Clear,Low
R3,15,Weekend,1,Rain,Low
R7,15,Weekday,1,Clear,Low
R2,10,Weekday,1,Rain,High
R20,9,Weekend,1,Rain,Medium
R12,1,Weekend,1,Clear,Low
R4,7,Weekday,0,Rain,High
R11,15,Weekday,0,Clear,Medium
R15,18,Weekend,0,Clear,Low
R3,6,Weekday,0,Clear,Medium
R6,9,Weekday,1,Rain,High
R18,16,Weekday,0,Clear,Low
R2,0,Weekend,1,Clear,Low
R1,7,Weekday,1,Clear,Low
R7,6,Weekend,1,Clear,Low
R9,8,Weekday,1,Clear,High
R11,18,Weekend,0,Rain,High
R1,8,Weekend,0,Rain,High
R20,20,Weekend,1,Clear,Low
R17,1,Weekday,0,Rain,High
R1,6,Weekend,1,Rain,Low
R7,5,Weekend,1,Rain,Low
R18,22,Weekend,0,Clear,Low
R17,20,Weekday,0,Clear,Medium
R2,9,Weekday,0,Clear,Medium
R16,11,Weekend,0,Clear,Low
R6,5,Weekend,1,Rain,Low
R10,0,Weekend,0,Clear,Low
R7,4,Weekday,0,Clear,Low
R9,2,Weekday,1,Clear,Low
R2,8,Weekend,0,Clear,Low
R10,7,Weekday,0,Rain,Low
R16,18,Weekend,1,Clear,Low
R14,15,Weekday,1,Clear,Low
R2,13,Weekday,0,Rain,Medium
R17,8,Weekday,1,Rain,High
R12,10,Weekend,0,Clear,Medium
R9,9,Weekend,1,Rain,Medium
R9,7,Weekend,0,Rain,Low
R8,8,Weekend,0,Clear,High
R8,11,Weekday,1,Clear,Low
R18,5,Weekday,1,Clear,Low
R3,13,Weekday,0,Rain,High
R10,13,Weekend,1,Clear,Low
R17,6,Weekday,1,Clear,Low
R5,20,Weekday,1,Clear,Medium
R10,23,Weekday,0,Clear,Low
R11,11,Weekend,1,Rain,Low
R9,10,Weekend,1,Rain,Medium
R16,17,Weekend,1,Clear,Low
R1,2,Weekend,0,Rain,Low
R15,2,Weekend,1,Clear,Low
R5,0,Weekend,0,Rain,Low
R8,0,Weekend,1,Rain,Low
R9,23,Weekend,1,Clear,Low
R11,0,Weekday,1,Clear,Low
R19,14,Weekend,1,Clear,Low
R18,10,Weekend,0,Clear,Low
R8,14,Weekday,0,Rain,Medium
R17,20,Weekday,1,Rain,High
R4,19,Weekend,0,Rain,Medium
R16,22,Weekday,1,Rain,Low
R15,1,Weekend,1,Rain,Low
R20,14,Weekday,0,Rain,Medium
R18,7,Weekend,0,Clear,Low
R14,2,Weekday,1,Rain,Medium
R12,5,Weekend,1,Rain,Low
R8,11,Weekday,1,Clear,Low
R18,7,Weekday,1,Clear,Low
R1,5,Weekend,0,Rain,Medium
R1,21,Weekday,0,Rain,High
R2,16,Weekend,1,Clear,Low
R5,22,Weekend,1,Clear,Low
R6,19,Weekend,1,Clear,Low
R18,3,Weekend,1,Clear,Low
R13,7,Weekend,0,Rain,Medium
R5,9,Weekend,1,Clear,Medium
R20,6,Weekend,0,Clear,Low
R4,22,Weekend,1,Rain,Low
R12,1,Weekday,1,Rain,Low
R20,17,Weekday,0,Rain,High
R14,15,Weekday,1,Rain,Low
R17,15,Weekend,1,Clear,Low
R17,20,Weekday,0,Rain,High
R12,3,Weekday,1,Clear,Low
R20,10,Weekend,1,Clear,Low
R1,19,Weekend,1,Clear,Low
R13,2,Weekend,0,Rain,Low
R12,16,Weekday,1,Clear,Low
R8,19,Weekend,0,Clear,Medium
R9,13,Weekday,0,Clear,Low
R13,20,Weekend,0,Clear,High
R10,18,Weekday,0,Rain,High
R13,15,Weekday,1,Rain,Low
R12,1,Weekday,1,Clear,Low
R15,18,Weekend,0,Clear,Medium
R2,0,Weekend,0,Clear,Low
R5,12,Weekday,1,Rain,Low
R6,22,Weekend,1,Rain,Low
R18,3,Weekend,0,Rain,Medium
R19,10,Weekend,0,Clear,Medium
R7,23,Weekend,1,Rain,Low
R1,17,Weekend,1,Clear,Low
R3,2,Weekend,1,Clear,Low
R20,12,Weekday,1,Clear,Low
R14,9,Weekday,1,Rain,High
R4,3,Weekday,0,Clear,Low
R19,22,Weekend,0,Clear,Low
R17,5,Weekend,1,Rain,Low
R11,13,Weekday,1,Rain,Medium
R18,5,Weekday,1,Clear,Low
R6,2,Weekday,1,Rain,Low
R16,6,Weekday,1,Clear,Low
R15,8,Weekend,0,Clear,Low
R10,17,Weekday,1,Clear,Low
R18,12,Weekend,1,Rain,Low
R4,17,Weekend,1,Clear,Low
R12,8,Weekday,0,Clear,High
R14,15,Weekday,1,Rain,Medium
R13,1,Weekend,0,Rain,Low
R19,11,Weekday,1,Rain,Low
R10,11,Weekend,0,Clear,Low
R4,14,Weekend,0,Clear,Low
R11,6,Weekend,1,Rain,Low
R18,11,Weekday,1,Clear,Low
R7,8,Weekday,1,Clear,High
R8,17,Weekday,1,Clear,Medium
R5,3,Weekend,1,Clear,Low
R12,21,Weekday,1,Clear,Low
R19,22,Weekday,1,Rain,Low
R15,16,Weekend,1,Rain,Low
R15,0,Weekday,1,Clear,Low
R18,16,Weekday,0,Clear,Low
R1,9,Weekend,1,Rain,High
R16,8,Weekday,1,Rain,High
R7,9,Weekend,0,Rain,Medium
R17,22,Weekday,1,Clear,Low
R11,17,Weekday,1,Rain,Medium
R15,0,Weekend,0,Clear,Low
R13,13,Weekend,0,Rain,Low
R18,2,Weekend,0,Rain,Low
R7,19,Weekday,1,Rain,Medium
R11,21,Weekend,0,Clear,Low
R5,23,Weekday,1,Rain,Low
R6,21,Weekend,1,Clear,Low
R20,12,Weekday,1,Clear,Low
R3,0,Weekday,1,Rain,Low
R6,6,Weekend,1,Clear,Low
R4,7,Weekend,1,Rain,Low
R1,7,Weekday,1,Rain,Medium
R12,11,Weekend,0,Rain,Low
R10,7,Weekday,0,Rain,Medium
R9,3,Weekend,0,Rain,Low
R10,16,Weekend,1,Rain,Low
R10,7,Weekday,1,Rain,Low
R17,14,Weekend,0,Clear,Low
R12,4,Weekend,1,Rain,Low
R3,17,Weekend,0,Rain,Medium
R3,13,Weekday,0,Rain,High
R20,21,Weekend,1,Rain,Low
R4,13,Weekday,0,Rain,High
R16,12,Weekday,1,Clear,Low
R4,15,Weekend,0,Rain,Medium
R17,14,Weekday,1,Clear,Low
R7,8,Weekday,0,Rain,High
R2,22,Weekend,0,Clear,Low
R14,20,Weekend,0,Clear,Low
R15,18,Weekday,0,Rain,High
R1,20,Weekday,0,Rain,High
R3,12,Weekday,1,Rain,Low
R8,17,Weekday,0,Clear,Medium
R9,7,Weekend,0,Rain,Low
R4,22,Weekday,0,Rain,High
R11,1,Weekend,0,Clear,Low
R7,20,Weekend,1,Clear,Low
R2,0,Weekday,0,Clear,Low
R9,8,Weekday,0,Rain,High
R15,2,Weekend,1,Rain,Low
R19,20,Weekend,1,Clear,Low
R11,9,Weekday,1,Clear,Low
R20,12,Weekday,0,Rain,Medium
R18,14,Weekend,1,Rain,Low
R15,19,Weekend,0,Rain,High
R6,6,Weekend,1,Clear,Low
R6,3,Weekend,1,Rain,Low
R2,18,Weekend,1,Clear,Medium
R6,17,Weekday,1,Clear,High
R9,3,Weekday,0,Clear,Low
R18,21,Weekday,1,Clear,Low
R4,12,Weekend,1,Clear,Low
R13,0,Weekday,1,Rain,Low
R2,2,Weekday,0,Clear,Low
R15,15,Weekday,0,Clear,Low
R12,16,Weekday,0,Clear,Medium
R12,19,Weekday,1,Rain,Medium
R8,19,Weekend,0,Rain,High
R16,2,Weekday,0,Clear,Low
R13,13,Weekday,0,Clear,Low
R18,5,Weekend,1,Clear,Low
R5,10,Weekday,0,Clear,High
R19,11,Weekend,0,Clear,Low
R8,9,Weekday,1,Clear,High
R17,19,Weekend,0,Rain,High
R8,18,Weekday,1,Clear,High
R1,4,Weekend,1,Clear,Low
R5,14,Weekend,1,Clear,Low
R9,17,Weekday,1,Clear,Medium
R5,17,Weekend,0,Clear,Low
R7,13,Weekend,1,Rain,Low
R10,22,Weekend,1,Clear,Low
R6,15,Weekend,1,Rain,Low
R12,0,Weekday,0,Rain,Medium
R7,18,Weekday,0,Clear,High
R15,16,Weekday,0,Rain,Medium
R3,17,Weekend,0,Clear,Medium
R6,15,Weekday,0,Clear,Low
R2,3,Weekday,0,Rain,High
R5,21,Weekend,0,Rain,Low
R10,17,Weekday,1,Rain,Medium
R1,7,Weekend,0,Rain,Medium
R12,12,Weekend,1,Clear,Low
R11,21,Weekend,0,Rain,Low
R20,7,Weekend,1,Rain,Low
R7,22,Weekday,1,Rain,Low
R2,3,Weekend,1,Clear,Low
R15,21,Weekend,1,Rain,Low
R12,8,Weekday,0,Rain,High
R10,23,Weekday,0,Clear,Low
R7,1,Weekday,1,Clear,Low
R8,1,Weekday,0,Clear,Medium
R4,4,Weekday,1,Clear,Low
R4,2,Weekday,1,Rain,Low
R19,22,Weekday,0,Clear,Low
R3,12,Weekend,0,Clear,Low
R20,10,Weekday,0,Rain,High
R15,0,Weekend,1,Rain,Low
R15,3,Weekend,0,Clear,Low
R17,13,Weekend,0,Rain,Low
R6,7,Weekend,0,Clear,Low
R19,1,Weekend,0,Rain,Low
R13,3,Weekend,1,Rain,Low
R2,7,Weekend,1,Rain,Low
R14,8,Weekday,1,Clear,High
R11,9,Weekend,1,Rain,Medium
R5,23,Weekend,1,Rain,Low
R5,18,Weekend,0,Clear,Medium
R13,22,Weekend,0,Rain,Medium
R1,9,Weekday,1,Clear,High
R4,0,Weekend,1,Clear,Low
R3,11,Weekday,1,Clear,Low
R16,2,Weekend,1,Clear,Low
R3,9,Weekday,0,Rain,High
R16,11,Weekend,1,Rain,Low
R14,20,Weekend,0,Clear,Medium
R15,22,Weekend,1,Clear,Low
R9,22,Weekday,1,Clear,Low
R17,17,Weekday,1,Clear,Medium
R3,18,Weekday,0,Clear,High
R12,5,Weekday,1,Clear,Low
R3,21,Weekend,1,Clear,Low
R18,1,Weekday,0,Clear,Low
R17,9,Weekday,1,Rain,Medium
R5,4,Weekend,0,Clear,Low
R12,16,Weekday,0,Rain,Low
R6,18,Weekday,1,Clear,Medium
R10,19,Weekday,0,Rain,High
R4,0,Weekday,0,Rain,High
R13,15,Weekend,1,Rain,Low
R14,2,Weekend,0,Rain,Low
R6,21,Weekday,1,Clear,Low
R15,20,Weekday,1,Clear,Low
R3,5,Weekday,0,Clear,Low
R1,13,Weekday,0,Clear,Medium
R16,18,Weekday,0,Rain,High
R6,17,Weekend,0,Clear,Low
R16,22,Weekday,1,Rain,Low
R17,14,Weekday,0,Rain,High
R4,1,Weekday,0,Rain,Medium
R1,9,Weekend,1,Clear,Low
R14,23,Weekend,1,Rain,Low
R3,6,Weekday,0,Rain,Low
R8,8,Weekday,1,Clear,Low
R19,20,Weekend,0,Rain,High
R19,6,Weekend,0,Rain,Low
R17,19,Weekend,1,Clear,Low
R7,1,Weekday,0,Rain,High
R5,7,Weekend,1,Rain,Low
R6,5,Weekend,1,Clear,Low
R6,18,Weekend,0,Clear,Low
R12,23,Weekend,1,Rain,Low
R11,19,Weekend,1,Rain,Low
R6,16,Weekend,0,Clear,Low
R20,21,Weekend,0,Clear,Low
R2,8,Weekend,0,Rain,Medium
R9,23,Weekday,0,Rain,Medium
R4,7,Weekend,0,Clear,Low
R8,3,Weekday,1,Clear,Low
R6,0,Weekday,0,Clear,Low
R19,23,Weekday,0,Clear,Medium
R12,19,Weekday,0,Rain,High
R7,6,Weekend,0,Clear,Low
R19,14,Weekend,0,Rain,Low
R1,6,Weekday,0,Clear,Low
R14,7,Weekday,0,Rain,Low
R17,1,Weekend,0,Clear,Low
R1,10,Weekday,0,Clear,High
R19,7,Weekday,1,Rain,Medium
R5,7,Weekday,1,Clear,Low
R14,12,Weekday,1,Clear,Low
R3,19,Weekday,0,Clear,High
R19,5,Weekday,0,Clear,Low
R14,8,Weekday,0,Rain,High
R6,16,Weekday,1,Rain,Low
R4,1,Weekday,0,Clear,Low
R14,6,Weekday,0,Clear,Low
R4,22,Weekend,1,Rain,Low
R20,21,Weekday,0,Clear,Low
R3,7,Weekend,1,Clear,Low
R6,17,Weekday,1,Clear,Medium
R14,7,Weekday,0,Clear,Low
R15,15,Weekend,1,Rain,Low
R17,2,Weekday,1,Clear,Low
R16,18,Weekday,1,Rain,High
R4,12,Weekday,0,Rain,Low
R6,17,Weekday,1,Rain,High
R4,20,Weekday,1,Clear,Medium
R13,16,Weekend,1,Clear,Low
R5,0,Weekend,1,Clear,Low
R4,15,Weekday,0,Rain,Medium
R7,12,Weekday,0,Rain,Medium
R17,7,Weekday,1,Clear,Low
R15,8,Weekend,0,Rain,High
R20,21,Weekend,1,Clear,Low
R3,15,Weekend,1,Rain,Low
R15,22,Weekend,1,Rain,Low
R16,2,Weekend,0,Rain,Medium
R11,21,Weekend,0,Clear,Low
R18,23,Weekend,1,Rain,Low
R4,3,Weekday,0,Rain,High
R19,7,Weekday,0,Clear,Low
R11,9,Weekend,1,Rain,High
R18,2,Weekday,0,Rain,High
R6,2,Weekday,1,Clear,Low
R2,17,Weekend,1,Rain,Low
R1,13,Weekend,0,Rain,Medium
R10,10,Weekday,1,Clear,Medium
R18,11,Weekend,0,Rain,Low
R11,1,Weekend,0,Clear,Low
R8,20,Weekend,1,Clear,Low
R13,4,Weekend,1,Clear,Low
R17,0,Weekend,1,Clear,Low
R19,17,Weekday,0,Rain,High
R20,17,Weekend,0,Clear,Medium
R2,10,Weekend,1,Clear,Low
R13,2,Weekday,1,Clear,Low
R16,16,Weekend,0,Clear,Low
R8,6,Weekday,0,Rain,Medium
R6,18,Weekday,0,Clear,High
R18,22,Weekday,1,Clear,Low
R9,15,Weekend,0,Clear,Low
R13,6,Weekend,0,Clear,Low
R3,9,Weekend,1,Clear,Medium
R2,12,Weekend,1,Rain,Low
R2,14,Weekend,0,Clear,Low
R11,20,Weekend,0,Rain,High
R5,2,Weekend,0,Clear,Low
R12,1,Weekend,1,Clear,Low
R3,15,Weekday,1,Clear,Low
R11,7,Weekend,0,Rain,Low
R19,18,Weekend,1,Rain,Low
R11,4,Weekend,1,Clear,Low
R19,23,Weekend,0,Clear,Low
R13,8,Weekday,1,Clear,High
R3,9,Weekend,1,Rain,Medium
R18,20,Weekend,1,Rain,Low
R18,7,Weekend,1,Clear,Low
R11,11,Weekday,1,Clear,Low
R15,23,Weekday,1,Clear,Low
R8,0,Weekday,1,Clear,Low
R1,1,Weekend,1,Clear,Low
R9,18,Weekend,1,Rain,Low
R6,18,Weekend,0,Clear,High
R8,12,Weekday,1,Clear,Low
R11,21,Weekday,1,Rain,Low
R8,12,Weekend,1,Rain,Low
R16,7,Weekend,0,Rain,Low
R14,3,Weekend,0,Clear,Low
R16,10,Weekday,1,Rain,High
R11,10,Weekday,0,Rain,High
R14,19,Weekend,1,Clear,Low
R17,22,Weekday,0,Clear,Low
R5,8,Weekend,1,Clear,Medium
R4,1,Weekday,1,Clear,Low
R5,9,Weekday,1,Clear,Medium
R4,1,Weekend,0,Clear,Low
R1,1,Weekday,1,Clear,Low
R14,14,Weekend,1,Clear,Low
R16,12,Weekend,1,Rain,Low
R6,6,Weekday,1,Rain,Low
R5,13,Weekend,0,Rain,Low
R13,9,Weekend,1,Clear,Low
R19,23,Weekday,0,Clear,Low
R17,16,Weekend,1,Clear,Low
R6,14,Weekend,1,Rain,Low
R16,11,Weekend,0,Clear,Low
R10,7,Weekend,1,Clear,Low
R7,20,Weekday,0,Rain,High
R1,6,Weekend,1,Rain,Low
R13,8,Weekday,0,Rain,High
R11,9,Weekend,0,Rain,Medium
R20,18,Weekend,1,Rain,Medium
R19,9,Weekend,0,Rain,High
R16,5,Weekend,1,Clear,Low
R5,4,Weekday,1,Clear,Low
R17,11,Weekend,0,Rain,Medium
R8,16,Weekend,1,Clear,Low
R17,5,Weekend,1,Clear,Low
R4,18,Weekday,1,Clear,Medium
R7,7,Weekend,1,Rain,Low
R6,16,Weekday,0,Rain,Low
R7,9,Weekday,1,Rain,Medium
R9,1,Weekday,1,Rain,Medium
R7,20,Weekday,0,Rain,High
R17,9,Weekday,0,Rain,High
R5,20,Weekend,0,Rain,High
R7,20,Weekday,1,Rain,High
R9,14,Weekday,0,Clear,Low
R1,13,Weekend,0,Clear,Low
R11,15,Weekend,1,Clear,Low
R20,22,Weekday,0,Rain,Medium
R6,1,Weekday,1,Rain,Low
R17,4,Weekend,1,Rain,Low
R13,20,Weekday,1,Rain,High
R20,11,Weekend,0,Rain,Low
R16,14,Weekday,1,Clear,Low
R15,19,Weekend,0,Clear,High
R18,22,Weekday,0,Rain,Low
R12,1,Weekday,1,Clear,Low
R17,8,Weekend,0,Clear,Medium
R16,5,Weekend,1,Rain,Low
R17,8,Weekend,1,Rain,High
R5,5,Weekend,0,Rain,Low
R6,9,Weekday,1,Clear,Low
R3,10,Weekday,0,Rain,High
R14,6,Weekday,1,Rain,Low
R10,5,Weekday,1,Clear,Low
R19,10,Weekend,0,Rain,High
R6,19,Weekend,1,Clear,Low
R10,14,Weekend,1,Clear,Low
R13,1,Weekday,0,Rain,High
R20,20,Weekend,1,Clear,Low
R10,16,Weekday,1,Rain,Low
R2,23,Weekday,0,Clear,Low
R11,21,Weekend,0,Clear,Low
R18,9,Weekend,1,Clear,Low
R13,23,Weekend,0,Clear,Low
R16,3,Weekday,0,Clear,Low
R2,12,Weekend,0,Clear,Low
R16,5,Weekend,0,Clear,Low
R20,14,Weekend,0,Clear,Low
R6,11,Weekday,0,Rain,High
R18,0,Weekend,0,Rain,Medium
R11,23,Weekday,1,Clear,Low
R14,0,Weekday,1,Clear,Low
R8,21,Weekend,0,Clear,Low
R1,18,Weekend,0,Clear,High
R13,13,Weekday,1,Clear,Low
R8,15,Weekday,0,Rain,Low
R11,2,Weekday,0,Rain,Medium
R6,5,Weekday,0,Rain,Medium
R15,20,Weekday,0,Clear,High
R11,14,Weekend,0,Rain,Medium
R3,10,Weekend,1,Clear,Low
R12,11,Weekday,1,Rain,Low
R15,23,Weekend,0,Rain,Low
R15,0,Weekend,0,Rain,Low
R6,6,Weekend,1,Rain,Low
R8,2,Weekday,0,Clear,Low
R7,17,Weekday,0,Clear,High
R13,5,Weekday,1,Rain,Low
R17,19,Weekday,1,Rain,High
R18,22,Weekend,1,Rain,Low
R15,7,Weekday,0,Clear,Low
R15,16,Weekend,1,Clear,Low
R14,8,Weekday,0,Clear,High
R7,12,Weekday,1,Clear,Low
R15,22,Weekend,1,Rain,Low
R3,2,Weekend,1,Clear,Low
R8,5,Weekday,1,Clear,Low
R3,22,Weekend,0,Clear,Low
R17,11,Weekend,0,Clear,Low
R7,8,Weekend,0,Rain,Medium
R19,18,Weekday,0,Clear,High
R9,10,Weekday,1,Rain,Medium
R16,21,Weekday,1,Clear,Low
R4,20,Weekend,1,Rain,High
R14,16,Weekday,0,Clear,Low
R3,8,Weekday,1,Clear,Medium
R19,21,Weekend,1,Rain,Low
R11,19,Weekday,0,Rain,High
R14,14,Weekend,1,Clear,Low
R8,18,Weekend,1,Clear,Low
R10,12,Weekend,0,Clear,Low
R17,13,Weekday,0,Clear,Medium
R17,2,Weekday,1,Clear,Low
R14,4,Weekend,1,Clear,Low
R3,14,Weekday,1,Clear,Low
R9,2,Weekend,0,Clear,Low
R12,19,Weekday,0,Rain,High
R11,20,Weekend,1,Clear,Medium
R18,8,Weekend,0,Clear,Medium
R2,13,Weekday,1,Rain,Low
R14,4,Weekday,0,Clear,Low
R13,12,Weekday,1,Rain,Low
R5,17,Weekday,0,Rain,High
R18,13,Weekday,1,Rain,Low
R14,9,Weekday,1,Rain,High
R20,16,Weekday,1,Rain,Low
R14,11,Weekend,0,Clear,Low
R1,13,Weekend,1,Clear,Low
R15,23,Weekend,1,Rain,Low
R3,21,Weekday,1,Rain,Low
R1,8,Weekday,0,Rain,High
R17,4,Weekday,1,Clear,Low
R18,0,Weekday,1,Rain,Low
R20,16,Weekend,1,Rain,Low
R15,7,Weekday,0,Clear,Low
R8,16,Weekday,0,Clear,Medium
R1,5,Weekend,1,Rain,Low
R19,2,Weekend,1,Clear,Low
R17,11,Weekday,0,Rain,High
R17,23,Weekday,0,Clear,Low
R9,7,Weekend,1,Rain,Low
R18,3,Weekday,0,Rain,Medium
R13,22,Weekday,0,Rain,Medium
R6,19,Weekend,0,Clear,Medium
R6,0,Weekday,1,Clear,Low
R17,13,Weekday,0,Clear,Low
R3,11,Weekend,0,Rain,Low
R4,11,Weekday,0,Rain,High
R2,21,Weekend,1,Rain,Low
R10,10,Weekday,1,Rain,High
R19,3,Weekend,1,Rain,Low
R6,0,Weekend,0,Rain,Low
R17,19,Weekend,1,Rain,Medium
R17,2,Weekday,1,Rain,Medium
R16,0,Weekend,0,Rain,Low
R16,3,Weekday,0,Clear,Medium
R12,0,Weekend,1,Rain,Low
R20,8,Weekday,0,Rain,High
R12,21,Weekend,1,Rain,Low
R19,1,Weekday,0,Rain,High
R17,7,Weekday,0,Clear,Low
R10,18,Weekday,0,Clear,High
R19,3,Weekday,0,Rain,Low
R4,0,Weekday,0,Clear,Low
R1,3,Weekend,1,Rain,Low
R12,2,Weekend,1,Rain,Low
R1,5,Weekend,1,Rain,Low
R2,20,Weekday,0,Clear,High
R20,23,Weekend,0,Clear,Low
R13,7,Weekday,0,Clear,Medium
R15,6,Weekday,0,Rain,High
R19,23,Weekend,1,Clear,Low
R6,2,Weekend,1,Rain,Low
R5,7,Weekend,0,Clear,Low
R8,7,Weekday,1,Clear,Low
R15,22,Weekday,0,Clear,Low
R13,18,Weekend,1,Clear,Low
R12,6,Weekend,1,Rain,Low
